종목명,종목코드,연도,분기,기간,보고서유형,재무기준,매출액(억원),영업이익(억원),당기순이익(억원),매출액_단독(억원),영업이익_단독(억원),당기순이익_단독(억원)
더블유게임즈,192080,2021,Q2,2021-Q2_단독,반기보고서(Q2단독),연결(CFS),,490.1,392.1,,490.1,392.1
더블유게임즈,192080,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독),연결(CFS),,481.2,432.4,,481.2,432.4
더블유게임즈,192080,2021,FY,2021-FY_누적,사업보고서(FY누적),연결(CFS),,1903.6,1562.8,,428.8,341.1
더블유게임즈,192080,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독),연결(CFS),,426.5,331.8,,426.5,331.8
더블유게임즈,192080,2022,Q2,2022-Q2_단독,반기보고서(Q2단독),연결(CFS),,417.7,-390.6,,417.7,-390.6
더블유게임즈,192080,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독),연결(CFS),,478.8,-65.4,,478.8,-65.4
더블유게임즈,192080,2022,FY,2022-FY_누적,사업보고서(FY누적),연결(CFS),,1838.6,-2210.6,,515.6,-2086.4
더블유게임즈,192080,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독),연결(CFS),,460.7,498.1,,460.7,498.1
더블유게임즈,192080,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),연결(CFS),,502.7,444,,502.7,444
더블유게임즈,192080,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),연결(CFS),,541.1,512.9,,541.1,512.9
더블유게임즈,192080,2023,FY,2023-FY_누적,사업보고서(FY누적),연결(CFS),5823.3,2132.9,1928.9,,628.4,473.9
더블유게임즈,192080,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),1604.8,616.9,604.4,1604.8,616.9,604.4
더블유게임즈,192080,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),1631.4,670.7,641.6,1631.4,670.7,641.6
더블유게임즈,192080,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),1540.6,594.7,408.5,1540.6,594.7,408.5
더블유게임즈,192080,2024,FY,2024-FY_누적,사업보고서(FY누적),연결(CFS),6334.7,2487.3,2433.2,1557.9,605,778.7
더블유게임즈,192080,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),1619.8,547.5,458,1619.8,547.5,458
더블유게임즈,192080,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),1719.5,543.2,329.9,1719.5,543.2,329.9
더블유게임즈,192080,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),1861.5,591.5,564,1861.5,591.5,564
더블유게임즈,192080,2025,FY,2025-FY_누적,사업보고서(FY누적),연결(CFS),7199,2321.3,1798.1,1998.2,639.1,446.2
더블유게임즈,192080,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),2049.9,684.7,735.5,2049.9,684.7,735.5
쿠쿠홀딩스,192400,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독),연결(CFS),1710,341.9,409.7,1710,341.9,409.7
쿠쿠홀딩스,192400,2021,Q2,2021-Q2_단독,반기보고서(Q2단독),연결(CFS),1548.8,252.3,408.2,1548.8,252.3,408.2
쿠쿠홀딩스,192400,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독),연결(CFS),1690.4,266.2,413.7,1690.4,266.2,413.7
쿠쿠홀딩스,192400,2021,FY,2021-FY_누적,사업보고서(FY누적),연결(CFS),6851.1,1069.9,1448.3,1901.9,209.5,216.7
쿠쿠홀딩스,192400,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독),연결(CFS),1984.8,295.5,388.6,1984.8,295.5,388.6
쿠쿠홀딩스,192400,2022,Q2,2022-Q2_단독,반기보고서(Q2단독),연결(CFS),1728.1,127.9,259,1728.1,127.9,259
쿠쿠홀딩스,192400,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독),연결(CFS),1892.5,222.2,404,1892.5,222.2,404
쿠쿠홀딩스,192400,2022,FY,2022-FY_누적,사업보고서(FY누적),연결(CFS),7556.5,878.8,1166.9,1951.1,233.2,115.3
쿠쿠홀딩스,192400,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독),연결(CFS),1918.6,240.1,411.5,1918.6,240.1,411.5
쿠쿠홀딩스,192400,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),연결(CFS),1741.6,149.2,271.6,1741.6,149.2,271.6
쿠쿠홀딩스,192400,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),연결(CFS),1904.9,234.4,246.9,1904.9,234.4,246.9
쿠쿠홀딩스,192400,2023,FY,2023-FY_누적,사업보고서(FY누적),연결(CFS),7722.6,866.3,1301.2,2157.5,242.6,371.2
쿠쿠홀딩스,192400,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),2079.5,257,328.9,2079.5,257,328.9
쿠쿠홀딩스,192400,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),1835.4,179.7,332.6,1835.4,179.7,332.6
쿠쿠홀딩스,192400,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),2030.1,225.8,232.5,2030.1,225.8,232.5
쿠쿠홀딩스,192400,2024,FY,2024-FY_누적,사업보고서(FY누적),연결(CFS),8338,1032.3,1370.4,2393,369.8,476.4
쿠쿠홀딩스,192400,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),2242.4,275.7,332.9,2242.4,275.7,332.9
쿠쿠홀딩스,192400,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),2062.7,203.5,198.3,2062.7,203.5,198.3
쿠쿠홀딩스,192400,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),2432.8,303.2,380.4,2432.8,303.2,380.4
쿠쿠홀딩스,192400,2025,FY,2025-FY_누적,사업보고서(FY누적),연결(CFS),9209.3,1140.1,1452.2,2471.4,357.7,540.6
쿠쿠홀딩스,192400,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),2327,219.8,394.4,2327,219.8,394.4
드림텍,192650,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독),연결(CFS),3496.7,256,262.8,3496.7,256,262.8
