종목명,종목코드,연도,분기,기간,보고서유형,재무기준,매출액(억원),영업이익(억원),당기순이익(억원),매출액_단독(억원),영업이익_단독(억원),당기순이익_단독(억원)
한화갤러리아,452260,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),1221.3,73.9,26.5,1221.3,73.9,26.5
한화갤러리아,452260,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),1263.2,-44.8,-8.5,1263.2,-44.8,-8.5
한화갤러리아,452260,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),1147,-19.4,-68.5,1147,-19.4,-68.5
한화갤러리아,452260,2024,FY,2024-FY_누적,사업보고서(FY누적),연결(CFS),5383.1,31.3,-188.4,1751.6,21.6,-137.9
한화갤러리아,452260,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),1292.5,18.3,-44.5,1292.5,18.3,-44.5
한화갤러리아,452260,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),1269.4,-49.1,-142.6,1269.4,-49.1,-142.6
한화갤러리아,452260,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),1255.5,33.9,-29.8,1255.5,33.9,-29.8
한화갤러리아,452260,2025,FY,2025-FY_누적,사업보고서(FY누적),연결(CFS),5751.7,94.1,33.1,1934.3,91,250
한화갤러리아,452260,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),1261.4,123.5,-8.3,1261.4,123.5,-8.3
현대그린푸드,453340,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
현대그린푸드,453340,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
현대그린푸드,453340,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
현대그린푸드,453340,2021,FY,2021-FY_누적,사업보고서(FY누적)
현대그린푸드,453340,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
현대그린푸드,453340,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
현대그린푸드,453340,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
현대그린푸드,453340,2022,FY,2022-FY_누적,사업보고서(FY누적)
현대그린푸드,453340,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독),연결(CFS),1744.8,105.1,94.4,1744.8,105.1,94.4
현대그린푸드,453340,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),연결(CFS),5204.8,279.4,207.6,5204.8,279.4,207.6
현대그린푸드,453340,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),연결(CFS),5745.9,283.2,219.8,5745.9,283.2,219.8
현대그린푸드,453340,2023,FY,2023-FY_누적,사업보고서(FY누적),연결(CFS),18270,648.4,393.3,5574.5,-19.3,-128.5
현대그린푸드,453340,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),5594.7,311.8,244.1,5594.7,311.8,244.1
현대그린푸드,453340,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),5423.8,325.2,235.6,5423.8,325.2,235.6
현대그린푸드,453340,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),6016.4,383.2,305.4,6016.4,383.2,305.4
현대그린푸드,453340,2024,FY,2024-FY_누적,사업보고서(FY누적),연결(CFS),22704.2,966.8,744.6,5669.3,-53.4,-40.5
현대그린푸드,453340,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),5705.7,322.3,264.5,5705.7,322.3,264.5
현대그린푸드,453340,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),5521,309.1,233.9,5521,309.1,233.9
현대그린푸드,453340,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),6171.2,444.9,375.2,6171.2,444.9,375.2
현대그린푸드,453340,2025,FY,2025-FY_누적,사업보고서(FY누적),연결(CFS),23296.2,1067.9,877.4,5898.3,-8.4,3.8
현대그린푸드,453340,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),6214.9,463.9,361.8,6214.9,463.9,361.8
두산로보틱스,454910,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
두산로보틱스,454910,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
두산로보틱스,454910,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
두산로보틱스,454910,2021,Q4,2021-FY_누적,사업보고서(FY누적)
두산로보틱스,454910,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
두산로보틱스,454910,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
두산로보틱스,454910,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
두산로보틱스,454910,2022,Q4,2022-FY_누적,사업보고서(FY누적)
두산로보틱스,454910,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
두산로보틱스,454910,2023,Q2,2023-Q2_단독,반기보고서(Q2단독)
두산로보틱스,454910,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),연결(CFS),125.11,-61.37,-64.56,125.11,-61.37,-64.56
두산로보틱스,454910,2023,Q4,2023-FY_누적,사업보고서(FY누적),연결(CFS),530.38,-191.68,-158.74
두산로보틱스,454910,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),108.82,-68.86,-28.47,108.82,-68.86,-28.47
두산로보틱스,454910,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),144.24,-78.71,-37.06,144.24,-78.71,-37.06
두산로보틱스,454910,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),100.34,-95.88,-68.82,100.34,-95.88,-68.82
두산로보틱스,454910,2024,Q4,2024-FY_누적,사업보고서(FY누적),연결(CFS),468.30,-412.02,-365.61,114.90,-168.58,-231.26
두산로보틱스,454910,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),52.80,-121.06,-94.18,52.80,-121.06,-94.18
두산로보틱스,454910,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),45.32,-156.50,-165.67,45.32,-156.50,-165.67
두산로보틱스,454910,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),101.65,-152.65,-128.58,101.65,-152.65,-128.58
두산로보틱스,454910,2025,Q4,2025-FY_누적,사업보고서(FY누적),연결(CFS),329.78,-594.72,-554.95,130.02,-164.50,-166.54
두산로보틱스,454910,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),152.95,-120.69,-91.65,152.95,-120.69,-91.65
OCI,456040,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
OCI,456040,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
OCI,456040,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
OCI,456040,2021,FY,2021-FY_누적,사업보고서(FY누적)
OCI,456040,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
OCI,456040,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
OCI,456040,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
OCI,456040,2022,FY,2022-FY_누적,사업보고서(FY누적)
OCI,456040,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
OCI,456040,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),별도(OFS),3442.1,152.4,149.9,3442.1,152.4,149.9
OCI,456040,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),별도(OFS),4500.8,220,208.9,4500.8,220,208.9
OCI,456040,2023,FY,2023-FY_누적,사업보고서(FY누적),별도(OFS),12888.3,574.5,522
OCI,456040,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),5403.1,388.3,384.7,5403.1,388.3,384.7
OCI,456040,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),5664.9,335.5,248.2,5664.9,335.5,248.2
OCI,456040,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),5887.1,177.2,139.3,5887.1,177.2,139.3
OCI,456040,2024,FY,2024-FY_누적,사업보고서(FY누적),연결(CFS),22152.9,1104.9,896.7,5197.8,203.9,124.5
OCI,456040,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),5387.9,102.5,-173.5,5387.9,102.5,-173.5
OCI,456040,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),5269.8,-22.7,-23.8,5269.8,-22.7,-23.8
OCI,456040,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),4763.8,-103.5,-522.3,4763.8,-103.5,-522.3
OCI,456040,2025,FY,2025-FY_누적,사업보고서(FY누적),연결(CFS),20094.3,4.4,-684.8,4672.8,28.1,34.8
OCI,456040,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),5066.1,278.3,247.7,5066.1,278.3,247.7
이수스페셜티케미컬,457190,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
이수스페셜티케미컬,457190,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
이수스페셜티케미컬,457190,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
이수스페셜티케미컬,457190,2021,Q4,2021-FY_누적,사업보고서(FY누적)
이수스페셜티케미컬,457190,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
이수스페셜티케미컬,457190,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
이수스페셜티케미컬,457190,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
이수스페셜티케미컬,457190,2022,Q4,2022-FY_누적,사업보고서(FY누적)
이수스페셜티케미컬,457190,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
이수스페셜티케미컬,457190,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),별도(OFS),295.19,38.04,22.76,295.19,38.04,22.76
이수스페셜티케미컬,457190,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),별도(OFS),552.03,2.91,-7.98,552.03,2.91,-7.98
이수스페셜티케미컬,457190,2023,Q4,2023-FY_누적,사업보고서(FY누적),별도(OFS),1175.29,-61.20,-62.06
이수스페셜티케미컬,457190,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),별도(OFS),521.80,13.91,-2.37,521.80,13.91,-2.37
이수스페셜티케미컬,457190,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),별도(OFS),1023.99,79.46,50.70,1023.99,79.46,50.70
이수스페셜티케미컬,457190,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),별도(OFS),869.09,39.49,13.88,869.09,39.49,13.88
이수스페셜티케미컬,457190,2024,Q4,2024-FY_누적,사업보고서(FY누적),별도(OFS),3320.70,142.06,105.12,905.82,9.21,42.91
이수스페셜티케미컬,457190,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),별도(OFS),988.98,60.97,37.67,988.98,60.97,37.67
이수스페셜티케미컬,457190,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),별도(OFS),997.08,-46.53,-40.98,997.08,-46.53,-40.98
이수스페셜티케미컬,457190,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),1039.86,-14.61,-18.15,1039.86,-14.61,-18.15
이수스페셜티케미컬,457190,2025,Q4,2025-FY_누적,사업보고서(FY누적),연결(CFS),4114.70,16.15,7.70,1088.78,16.32,29.15
이수스페셜티케미컬,457190,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),1085.72,34.81,18.84,1085.72,34.81,18.84
동국씨엠,460850,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
동국씨엠,460850,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
동국씨엠,460850,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
동국씨엠,460850,2021,FY,2021-FY_누적,사업보고서(FY누적)
동국씨엠,460850,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
동국씨엠,460850,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
동국씨엠,460850,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
동국씨엠,460850,2022,FY,2022-FY_누적,사업보고서(FY누적)
동국씨엠,460850,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
동국씨엠,460850,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),별도(OFS),1875.7,56.3,30.8,1875.7,56.3,30.8
동국씨엠,460850,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),별도(OFS),5541.6,312.3,243.8,5541.6,312.3,243.8
동국씨엠,460850,2023,FY,2023-FY_누적,사업보고서(FY누적),별도(OFS),12661.5,266.9,101.1
동국씨엠,460850,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),별도(OFS),5564.6,238.4,213.3,5564.6,238.4,213.3
동국씨엠,460850,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),별도(OFS),5628,290.9,228.8,5628,290.9,228.8
동국씨엠,460850,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),별도(OFS),5383.5,215.3,122.5,5383.5,215.3,122.5
동국씨엠,460850,2024,FY,2024-FY_누적,사업보고서(FY누적),별도(OFS),21637.6,773.3,637.8,5061.5,28.7,73.2
동국씨엠,460850,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),7460.1,48.7,-110.2,7460.1,48.7,-110.2
동국씨엠,460850,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),6908,-200.7,-327.2,6908,-200.7,-327.2
동국씨엠,460850,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),6679.4,17.3,8.4,6679.4,17.3,8.4
동국씨엠,460850,2025,FY,2025-FY_누적,사업보고서(FY누적),연결(CFS),27687,-388.3,-698.7,6639.5,-253.6,-269.7
동국씨엠,460850,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),6869.6,79.8,-21.3,6869.6,79.8,-21.3
동국제강,460860,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
동국제강,460860,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
동국제강,460860,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
동국제강,460860,2021,FY,2021-FY_누적,사업보고서(FY누적)
동국제강,460860,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
동국제강,460860,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
동국제강,460860,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
동국제강,460860,2022,FY,2022-FY_누적,사업보고서(FY누적)
동국제강,460860,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
동국제강,460860,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),별도(OFS),4304.8,514.9,389.8,4304.8,514.9,389.8
동국제강,460860,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),별도(OFS),10790,1054.3,592.6,10790,1054.3,592.6
동국제강,460860,2023,FY,2023-FY_누적,사업보고서(FY누적),별도(OFS),26321,2354.9,1421.7
동국제강,460860,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),별도(OFS),9272.6,525.4,291.4,9272.6,525.4,291.4
동국제강,460860,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),별도(OFS),9401.7,404.7,231.5,9401.7,404.7,231.5
동국제강,460860,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),별도(OFS),8385.6,214.9,95.1,8385.6,214.9,95.1
동국제강,460860,2024,FY,2024-FY_누적,사업보고서(FY누적),별도(OFS),35275.3,1024.7,348.4,8215.4,-120.3,-269.6
동국제강,460860,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),별도(OFS),7255.5,42.5,24.5,7255.5,42.5,24.5
동국제강,460860,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),별도(OFS),8936.6,299.2,91.8,8936.6,299.2,91.8
동국제강,460860,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),별도(OFS),7692.2,244.9,100.6,7692.2,244.9,100.6
동국제강,460860,2025,FY,2025-FY_누적,사업보고서(FY누적),별도(OFS),32034.3,593.8,82.3,8150,7.2,-134.6
동국제강,460860,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),별도(OFS),8571.6,214.4,62.1,8571.6,214.4,62.1
조선내화,462520,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
조선내화,462520,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
조선내화,462520,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
조선내화,462520,2021,FY,2021-FY_누적,사업보고서(FY누적)
조선내화,462520,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
조선내화,462520,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
조선내화,462520,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
조선내화,462520,2022,FY,2022-FY_누적,사업보고서(FY누적)
조선내화,462520,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
조선내화,462520,2023,Q2,2023-Q2_단독,반기보고서(Q2단독)
조선내화,462520,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),연결(CFS),1232.1,61,50.1,1232.1,61,50.1
조선내화,462520,2023,FY,2023-FY_누적,사업보고서(FY누적),연결(CFS),2793.7,318.5,241.4
조선내화,462520,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),1260,78.3,53.1,1260,78.3,53.1
조선내화,462520,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),1274,51.7,23.7,1274,51.7,23.7
조선내화,462520,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),1269.6,110.6,82,1269.6,110.6,82
조선내화,462520,2024,FY,2024-FY_누적,사업보고서(FY누적),연결(CFS),5006.4,200.2,66.4,1202.8,-40.4,-92.4
조선내화,462520,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),1307.9,58.1,-18.8,1307.9,58.1,-18.8
조선내화,462520,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),1363.4,55.9,50.6,1363.4,55.9,50.6
조선내화,462520,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),1355.2,101.9,-11.5,1355.2,101.9,-11.5
조선내화,462520,2025,FY,2025-FY_누적,사업보고서(FY누적),연결(CFS),5320.3,238.6,31,1293.8,22.7,10.7
조선내화,462520,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),1318.7,89.6,74.7,1318.7,89.6,74.7
시프트업,462870,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
시프트업,462870,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
시프트업,462870,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
시프트업,462870,2021,Q4,2021-FY_누적,사업보고서(FY누적)
시프트업,462870,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
시프트업,462870,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
시프트업,462870,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
시프트업,462870,2022,Q4,2022-FY_누적,사업보고서(FY누적)
시프트업,462870,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
시프트업,462870,2023,Q2,2023-Q2_단독,반기보고서(Q2단독)
시프트업,462870,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독)
시프트업,462870,2023,Q4,2023-FY_누적,사업보고서(FY누적)
시프트업,462870,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독)
시프트업,462870,2024,Q2,2024-Q2_단독,반기보고서(Q2단독)
시프트업,462870,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),별도(OFS),580.18,355.77,234.84,580.18,355.77,234.84
시프트업,462870,2024,Q4,2024-FY_누적,사업보고서(FY누적),별도(OFS),2240.85,1526.76,1479.73
시프트업,462870,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),별도(OFS),422.35,262.51,268.46,422.35,262.51,268.46
시프트업,462870,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),별도(OFS),1123.83,682.15,513.06,1123.83,682.15,513.06
시프트업,462870,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),별도(OFS),754.99,495.48,546.28,754.99,495.48,546.28
시프트업,462870,2025,Q4,2025-FY_누적,사업보고서(FY누적),연결(CFS),2945.46,1814.18,1914.30,644.30,374.03,586.49
시프트업,462870,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),473.09,215.06,377.96,473.09,215.06,377.96
STX그린로지스,465770,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
STX그린로지스,465770,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
STX그린로지스,465770,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
STX그린로지스,465770,2021,FY,2021-FY_누적,사업보고서(FY누적)
STX그린로지스,465770,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
STX그린로지스,465770,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
STX그린로지스,465770,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
STX그린로지스,465770,2022,FY,2022-FY_누적,사업보고서(FY누적)
STX그린로지스,465770,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
STX그린로지스,465770,2023,Q2,2023-Q2_단독,반기보고서(Q2단독)
STX그린로지스,465770,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),별도(OFS),27.7,3.9,-0.2,27.7,3.9,-0.2
STX그린로지스,465770,2023,FY,2023-FY_누적,사업보고서(FY누적),연결(CFS),283.1,18.5,14.4
STX그린로지스,465770,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),132.5,23.8,27.1,132.5,23.8,27.1
STX그린로지스,465770,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),85.8,12.4,6.5,85.8,12.4,6.5
STX그린로지스,465770,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),163.2,30.2,231,163.2,30.2,231
STX그린로지스,465770,2024,FY,2024-FY_누적,사업보고서(FY누적),연결(CFS),705.4,71.6,255.6,323.9,5.2,-9
STX그린로지스,465770,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),478.7,-4.7,-9.1,478.7,-4.7,-9.1
STX그린로지스,465770,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),435.8,-50.4,-82.1,435.8,-50.4,-82.1
STX그린로지스,465770,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),498.5,-70.1,-72.5,498.5,-70.1,-72.5
STX그린로지스,465770,2025,FY,2025-FY_누적,사업보고서(FY누적),연결(CFS),1913.8,-124.7,-377.4,500.8,0.5,-213.7
STX그린로지스,465770,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),159.3,-13.8,-21.2,159.3,-13.8,-21.2
SK이터닉스,475150,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
SK이터닉스,475150,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
SK이터닉스,475150,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
SK이터닉스,475150,2021,Q4,2021-FY_누적,사업보고서(FY누적)
SK이터닉스,475150,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
SK이터닉스,475150,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
SK이터닉스,475150,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
SK이터닉스,475150,2022,Q4,2022-FY_누적,사업보고서(FY누적)
SK이터닉스,475150,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
SK이터닉스,475150,2023,Q2,2023-Q2_단독,반기보고서(Q2단독)
SK이터닉스,475150,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독)
SK이터닉스,475150,2023,Q4,2023-FY_누적,사업보고서(FY누적)
SK이터닉스,475150,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),48.16,4.17,-14.51,48.16,4.17,-14.51
SK이터닉스,475150,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),139.95,-23.57,-26.96,139.95,-23.57,-26.96
SK이터닉스,475150,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),1602.92,144.29,67.55,1602.92,144.29,67.55
SK이터닉스,475150,2024,Q4,2024-FY_누적,사업보고서(FY누적),연결(CFS),3321.52,376.37,223.81,1530.49,251.48,197.73
SK이터닉스,475150,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),259.33,10.62,9.79,259.33,10.62,9.79
SK이터닉스,475150,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),653.24,95.94,142.99,653.24,95.94,142.99
SK이터닉스,475150,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),464.28,11.70,-50.52,464.28,11.70,-50.52
SK이터닉스,475150,2025,Q4,2025-FY_누적,사업보고서(FY누적),연결(CFS),3856.41,529.98,307.22,2479.56,411.72,204.96
SK이터닉스,475150,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),275.23,49.09,-51.12,275.23,49.09,-51.12
더본코리아,475560,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
더본코리아,475560,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
더본코리아,475560,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
더본코리아,475560,2021,FY,2021-FY_누적,사업보고서(FY누적)
더본코리아,475560,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
더본코리아,475560,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
더본코리아,475560,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
더본코리아,475560,2022,FY,2022-FY_누적,사업보고서(FY누적)
더본코리아,475560,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
더본코리아,475560,2023,Q2,2023-Q2_단독,반기보고서(Q2단독)
더본코리아,475560,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독)
더본코리아,475560,2023,FY,2023-FY_누적,사업보고서(FY누적)
더본코리아,475560,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독)
더본코리아,475560,2024,Q2,2024-Q2_단독,반기보고서(Q2단독)
더본코리아,475560,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독)
더본코리아,475560,2024,FY,2024-FY_누적,사업보고서(FY누적),연결(CFS),4641.5,360.2,309.9
더본코리아,475560,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),1107.2,62,63.3,1107.2,62,63.3
더본코리아,475560,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),741.9,-224.8,-238.1,741.9,-224.8,-238.1
더본코리아,475560,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),873.8,-43.6,-26.6,873.8,-43.6,-26.6
더본코리아,475560,2025,FY,2025-FY_누적,사업보고서(FY누적),연결(CFS),3612.4,-236.8,-173.9,889.5,-30.4,27.5
더본코리아,475560,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),796.1,-41.9,-22.6,796.1,-41.9,-22.6
씨케이솔루션,480370,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
씨케이솔루션,480370,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
씨케이솔루션,480370,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
씨케이솔루션,480370,2021,FY,2021-FY_누적,사업보고서(FY누적)
씨케이솔루션,480370,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
씨케이솔루션,480370,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
씨케이솔루션,480370,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
씨케이솔루션,480370,2022,FY,2022-FY_누적,사업보고서(FY누적)
씨케이솔루션,480370,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
씨케이솔루션,480370,2023,Q2,2023-Q2_단독,반기보고서(Q2단독)
