종목명,종목코드,연도,분기,기간,보고서유형,재무기준,매출액(억원),영업이익(억원),당기순이익(억원),매출액_단독(억원),영업이익_단독(억원),당기순이익_단독(억원)
동화약품,000020,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독),연결(CFS),718.3,51.2,55.1,718.3,51.2,55.1
동화약품,000020,2021,Q2,2021-Q2_단독,반기보고서(Q2단독),연결(CFS),758.0,72.0,70.4,758.0,72.0,70.4
동화약품,000020,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독),연결(CFS),690.7,36.6,7.9,690.7,36.6,7.9
동화약품,000020,2021,FY,2021-FY_누적,사업보고서(FY누적),연결(CFS),2930.2,225.0,195.8,763.2,65.2,62.4
동화약품,000020,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독),연결(CFS),852.9,90.5,58.0,852.9,90.5,58.0
동화약품,000020,2022,Q2,2022-Q2_단독,반기보고서(Q2단독),연결(CFS),872.2,100.9,64.7,872.2,100.9,64.7
동화약품,000020,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독),연결(CFS),834.6,74.2,68.4,834.6,74.2,68.4
동화약품,000020,2022,FY,2022-FY_누적,사업보고서(FY누적),연결(CFS),3404.3,299.2,215.9,844.6,33.6,24.8
동화약품,000020,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독),연결(CFS),994.2,121.8,129.3,994.2,121.8,129.3
동화약품,000020,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),연결(CFS),899.9,54.6,75.8,899.9,54.6,75.8
동화약품,000020,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),연결(CFS),874.6,26.9,61.6,874.6,26.9,61.6
동화약품,000020,2023,FY,2023-FY_누적,사업보고서(FY누적),연결(CFS),3611.1,187.8,282.4,842.4,-15.5,15.7
동화약품,000020,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),1188.9,65.4,29.3,1188.9,65.4,29.3
동화약품,000020,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),1151.6,46.1,31.2,1151.6,46.1,31.2
동화약품,000020,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),1101.9,-5.8,-20.6,1101.9,-5.8,-20.6
동화약품,000020,2024,FY,2024-FY_누적,사업보고서(FY누적),연결(CFS),4648.7,134.1,21.5,1206.3,28.4,-18.4
동화약품,000020,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),1256.7,22.7,-8.0,1256.7,22.7,-8.0
동화약품,000020,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),1250.2,6.1,61.3,1250.2,6.1,61.3
동화약품,000020,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),1220.0,13.7,2.4,1220.0,13.7,2.4
동화약품,000020,2025,FY,2025-FY_누적,사업보고서(FY누적),연결(CFS),4963.9,2.6,38.4,1237.0,-39.9,-17.3
동화약품,000020,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),1306.1,112.3,96.5,1306.1,112.3,96.5
KR모터스,000040,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독),연결(CFS),227.0,-8.9,-20.9,227.0,-8.9,-20.9
KR모터스,000040,2021,Q2,2021-Q2_단독,반기보고서(Q2단독),연결(CFS),379.9,13.4,-13.9,379.9,13.4,-13.9
KR모터스,000040,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독),연결(CFS),345.0,-2.3,-17.5,345.0,-2.3,-17.5
KR모터스,000040,2021,FY,2021-FY_누적,사업보고서(FY누적),연결(CFS),1335.1,-27.0,-119.2,383.2,-29.2,-66.9
KR모터스,000040,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독),연결(CFS),291.5,-13.5,-30.6,291.5,-13.5,-30.6
KR모터스,000040,2022,Q2,2022-Q2_단독,반기보고서(Q2단독),연결(CFS),300.8,-8.2,11.5,300.8,-8.2,11.5
KR모터스,000040,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독),연결(CFS),309.2,-13.4,-31.0,309.2,-13.4,-31.0
KR모터스,000040,2022,FY,2022-FY_누적,사업보고서(FY누적),연결(CFS),1170.6,-62.3,-130.0,269.1,-27.2,-79.9
KR모터스,000040,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독),연결(CFS),166.3,-28.8,-51.5,166.3,-28.8,-51.5
KR모터스,000040,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),연결(CFS),250.9,-38.7,-72.7,250.9,-38.7,-72.7
KR모터스,000040,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),연결(CFS),191.0,-31.7,-73.5,191.0,-31.7,-73.5
KR모터스,000040,2023,FY,2023-FY_누적,사업보고서(FY누적),연결(CFS),784.1,-178.6,-210.3,175.9,-79.4,-12.6
KR모터스,000040,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),131.1,-46.7,-90.5,131.1,-46.7,-90.5
KR모터스,000040,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),205.4,-33.8,-15.5,205.4,-33.8,-15.5
KR모터스,000040,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),180.2,-8.0,-30.8,180.2,-8.0,-30.8
KR모터스,000040,2024,FY,2024-FY_누적,사업보고서(FY누적),연결(CFS),160.2,-49.4,-142.2,-356.5,39.1,-5.4
KR모터스,000040,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),29.4,-7.7,-16.3,29.4,-7.7,-16.3
KR모터스,000040,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),45.4,-2.3,1.7,45.4,-2.3,1.7
KR모터스,000040,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),34.1,-12.6,-26.7,34.1,-12.6,-26.7
KR모터스,000040,2025,FY,2025-FY_누적,사업보고서(FY누적),연결(CFS),138.2,-28.9,-19.0,29.3,-6.3,22.3
KR모터스,000040,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),25.6,-6.7,193.8,25.6,-6.7,193.8
경방,000050,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독),연결(CFS),825.7,133.4,68.4,825.7,133.4,68.4
경방,000050,2021,Q2,2021-Q2_단독,반기보고서(Q2단독),연결(CFS),939.6,86.2,103.8,939.6,86.2,103.8
경방,000050,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독),연결(CFS),934.8,95.7,8.0,934.8,95.7,8.0
경방,000050,2021,FY,2021-FY_누적,사업보고서(FY누적),연결(CFS),3833.6,538.0,222.8,1133.5,222.7,42.6
경방,000050,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독),연결(CFS),967.9,186.4,151.3,967.9,186.4,151.3
경방,000050,2022,Q2,2022-Q2_단독,반기보고서(Q2단독),연결(CFS),984.0,99.2,-6.9,984.0,99.2,-6.9
경방,000050,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독),연결(CFS),980.4,32.5,-119.1,980.4,32.5,-119.1
경방,000050,2022,FY,2022-FY_누적,사업보고서(FY누적),연결(CFS),3892.3,319.0,44.2,960.0,0.9,18.9
경방,000050,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독),연결(CFS),915.2,-31.7,-38.6,915.2,-31.7,-38.6
경방,000050,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),연결(CFS),947.9,-47.8,-77.2,947.9,-47.8,-77.2
경방,000050,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),연결(CFS),984.9,88.8,-2.8,984.9,88.8,-2.8
경방,000050,2023,FY,2023-FY_누적,사업보고서(FY누적),연결(CFS),3935.2,159.7,-134.5,1087.2,150.4,-15.9
경방,000050,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),979.4,130.3,16.6,979.4,130.3,16.6
경방,000050,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),950.2,3.8,29.6,950.2,3.8,29.6
경방,000050,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),938.4,42.4,46.1,938.4,42.4,46.1
