종목명,종목코드,연도,분기,기간,보고서유형,재무기준,매출액(억원),영업이익(억원),당기순이익(억원),매출액_단독(억원),영업이익_단독(억원),당기순이익_단독(억원)
무림페이퍼,9200,2021,Q2,2021-Q2_단독,반기보고서(Q2단독),연결(CFS),2794.3,274.5,172.4,2794.3,274.5,172.4
무림페이퍼,9200,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독),연결(CFS),2318,55.7,-20.3,2318,55.7,-20.3
무림페이퍼,9200,2021,FY,2021-FY_누적,사업보고서(FY누적),연결(CFS),10552.7,298.1,4.1,3008.4,66.1,-50.1
무림페이퍼,9200,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독),연결(CFS),2843.6,67.4,-29.1,2843.6,67.4,-29.1
무림페이퍼,9200,2022,Q2,2022-Q2_단독,반기보고서(Q2단독),연결(CFS),3205.9,217.3,120.8,3205.9,217.3,120.8
무림페이퍼,9200,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독),연결(CFS),3545.6,473.3,195.9,3545.6,473.3,195.9
무림페이퍼,9200,2022,FY,2022-FY_누적,사업보고서(FY누적),연결(CFS),13991.4,963.1,347.6,4396.3,205.1,60
무림페이퍼,9200,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독),연결(CFS),3447.8,215.6,44.6,3447.8,215.6,44.6
무림페이퍼,9200,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),연결(CFS),3274.7,253.6,91.6,3274.7,253.6,91.6
무림페이퍼,9200,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),연결(CFS),2982.7,28.7,-74.9,2982.7,28.7,-74.9
무림페이퍼,9200,2023,FY,2023-FY_누적,사업보고서(FY누적),연결(CFS),13218.9,677.8,14,3513.7,179.9,-47.3
무림페이퍼,9200,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),3308,261,64.6,3308,261,64.6
무림페이퍼,9200,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),3615.3,468.7,286,3615.3,468.7,286
무림페이퍼,9200,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),3499.3,180.1,98.3,3499.3,180.1,98.3
무림페이퍼,9200,2024,FY,2024-FY_누적,사업보고서(FY누적),연결(CFS),13843.8,893.9,493.5,3421.2,-15.9,44.6
무림페이퍼,9200,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),3190.8,51.3,-15.4,3190.8,51.3,-15.4
무림페이퍼,9200,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),3002,98.4,49.6,3002,98.4,49.6
무림페이퍼,9200,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),3081.5,-35.4,-52,3081.5,-35.4,-52
무림페이퍼,9200,2025,FY,2025-FY_누적,사업보고서(FY누적),연결(CFS),12649.1,59.5,-232.4,3374.8,-54.8,-214.6
