종목명,종목코드,연도,분기,기간,보고서유형,재무기준,매출액(억원),영업이익(억원),당기순이익(억원),매출액_단독(억원),영업이익_단독(억원),당기순이익_단독(억원)
도이치모터스,067990,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독),연결(CFS),4410.77,109.00,64.53,4410.77,109.00,64.53
도이치모터스,067990,2021,Q2,2021-Q2_단독,반기보고서(Q2단독),연결(CFS),4925.26,199.88,141.04,4925.26,199.88,141.04
도이치모터스,067990,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독),연결(CFS),4134.74,140.76,72.51,4134.74,140.76,72.51
도이치모터스,067990,2021,Q4,2021-FY_누적,사업보고서(FY누적),연결(CFS),17033.07,563.58,367.10,3562.31,113.93,89.02
도이치모터스,067990,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독),연결(CFS),4662.86,194.61,123.69,4662.86,194.61,123.69
도이치모터스,067990,2022,Q2,2022-Q2_단독,반기보고서(Q2단독),연결(CFS),4829.49,199.75,134.89,4829.49,199.75,134.89
도이치모터스,067990,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독),연결(CFS),4883.81,154.04,70.66,4883.81,154.04,70.66
도이치모터스,067990,2022,Q4,2022-FY_누적,사업보고서(FY누적),연결(CFS),19570.79,648.43,385.60,5194.63,100.02,56.35
도이치모터스,067990,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독),연결(CFS),4879.18,60.78,-15.66,4879.18,60.78,-15.66
도이치모터스,067990,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),연결(CFS),5807.62,151.85,74.40,5807.62,151.85,74.40
도이치모터스,067990,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),연결(CFS),5481.12,106.49,2.79,5481.12,106.49,2.79
도이치모터스,067990,2023,Q4,2023-FY_누적,사업보고서(FY누적),연결(CFS),21959.54,427.72,113.66,5791.62,108.60,52.13
도이치모터스,067990,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),4760.67,51.94,-32.38,4760.67,51.94,-32.38
도이치모터스,067990,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),5035.41,62.71,19.24,5035.41,62.71,19.24
도이치모터스,067990,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),5736.94,29.23,-59.41,5736.94,29.23,-59.41
도이치모터스,067990,2024,Q4,2024-FY_누적,사업보고서(FY누적),연결(CFS),21684.35,250.41,-76.58,6151.34,106.52,-4.02
도이치모터스,067990,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),5782.11,79.40,-17.22,5782.11,79.40,-17.22
도이치모터스,067990,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),6548.83,137.29,28.58,6548.83,137.29,28.58
도이치모터스,067990,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),6755.01,63.31,0.19,6755.01,63.31,0.19
도이치모터스,067990,2025,Q4,2025-FY_누적,사업보고서(FY누적),연결(CFS),25490.97,407.86,17.08,6405.01,127.86,5.53
도이치모터스,067990,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),6374.02,104.44,2.35,6374.02,104.44,2.35
팬엔터테인먼트,068050,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독),연결(CFS),40.91,9.12,9.41,40.91,9.12,9.41
팬엔터테인먼트,068050,2021,Q2,2021-Q2_단독,반기보고서(Q2단독),별도(OFS),122.72,5.21,20.84,122.72,5.21,20.84
팬엔터테인먼트,068050,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독),별도(OFS),109.96,0.25,1.07,109.96,0.25,1.07
팬엔터테인먼트,068050,2021,Q4,2021-FY_누적,사업보고서(FY누적),별도(OFS),304.05,14.94,40.01,30.45,0.36,8.68
팬엔터테인먼트,068050,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독),별도(OFS),20.77,1.12,0.93,20.77,1.12,0.93
팬엔터테인먼트,068050,2022,Q2,2022-Q2_단독,반기보고서(Q2단독),별도(OFS),16.96,-0.25,12.28,16.96,-0.25,12.28
팬엔터테인먼트,068050,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독),별도(OFS),95.05,5.09,6.58,95.05,5.09,6.58
팬엔터테인먼트,068050,2022,Q4,2022-FY_누적,사업보고서(FY누적),별도(OFS),253.21,9.27,-6.22,120.43,3.31,-26.01
팬엔터테인먼트,068050,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독),별도(OFS),239.80,10.75,6.48,239.80,10.75,6.48
팬엔터테인먼트,068050,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),별도(OFS),437.43,24.92,22.25,437.43,24.92,22.25
팬엔터테인먼트,068050,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),별도(OFS),283.83,13.13,9.33,283.83,13.13,9.33
팬엔터테인먼트,068050,2023,Q4,2023-FY_누적,사업보고서(FY누적),별도(OFS),1238.11,43.75,75.76,277.04,-5.05,37.70
팬엔터테인먼트,068050,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),130.63,4.31,4.86,130.63,4.31,4.86
팬엔터테인먼트,068050,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),120.27,7.50,22.26,120.27,7.50,22.26
팬엔터테인먼트,068050,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),66.24,-0.44,-12.20,66.24,-0.44,-12.20
팬엔터테인먼트,068050,2024,Q4,2024-FY_누적,사업보고서(FY누적),연결(CFS),346.89,1.29,-31.04,29.75,-10.07,-45.96
팬엔터테인먼트,068050,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),100.70,-6.16,-10.93,100.70,-6.16,-10.93
팬엔터테인먼트,068050,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),68.48,-19.98,-21.04,68.48,-19.98,-21.04
팬엔터테인먼트,068050,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),43.12,3.24,0.24,43.12,3.24,0.24
팬엔터테인먼트,068050,2025,Q4,2025-FY_누적,사업보고서(FY누적),연결(CFS),351.78,-34.72,-81.28,139.48,-11.82,-49.55
팬엔터테인먼트,068050,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),연결(CFS),98.31,0.84,-1.63,98.31,0.84,-1.63
케이웨더,068100,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독),,,,,,,
