종목명,종목코드,연도,분기,기간,보고서유형,재무기준,매출액(억원),영업이익(억원),당기순이익(억원),매출액_단독(억원),영업이익_단독(억원),당기순이익_단독(억원)
대성창투,027830,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독)
대성창투,027830,2021,Q2,2021-Q2_단독,반기보고서(Q2단독)
대성창투,027830,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독)
대성창투,027830,2021,Q4,2021-FY_누적,사업보고서(FY누적)
대성창투,027830,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독)
대성창투,027830,2022,Q2,2022-Q2_단독,반기보고서(Q2단독)
대성창투,027830,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독)
대성창투,027830,2022,Q4,2022-FY_누적,사업보고서(FY누적)
대성창투,027830,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독)
대성창투,027830,2023,Q2,2023-Q2_단독,반기보고서(Q2단독)
대성창투,027830,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),별도(OFS),20.88,2.78,0.20,20.88,2.78,0.20
대성창투,027830,2023,Q4,2023-FY_누적,사업보고서(FY누적),별도(OFS),123.63,20.53,21.78
대성창투,027830,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),별도(OFS),33.17,14.33,18.10,33.17,14.33,18.10
대성창투,027830,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),별도(OFS),86.48,70.53,60.09,86.48,70.53,60.09
대성창투,027830,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),별도(OFS),44.99,12.02,9.11,44.99,12.02,9.11
대성창투,027830,2024,Q4,2024-FY_누적,사업보고서(FY누적),별도(OFS),200.88,102.38,138.46,36.25,5.51,51.17
대성창투,027830,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),별도(OFS),20.49,5.02,3.23,20.49,5.02,3.23
대성창투,027830,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),별도(OFS),25.66,0.29,-28.02,25.66,0.29,-28.02
대성창투,027830,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),별도(OFS),17.01,0.29,12.12,17.01,0.29,12.12
대성창투,027830,2025,Q4,2025-FY_누적,사업보고서(FY누적),별도(OFS),92.52,7.97,3.14,29.36,2.37,15.81
대성창투,027830,2026,Q1,2026-Q1_단독,1분기보고서(Q1단독),별도(OFS),14.15,-3.49,2.30,14.15,-3.49,2.30
휴맥스홀딩스,028080,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독),연결(CFS),23.68,-52.44,-54.42,23.68,-52.44,-54.42
휴맥스홀딩스,028080,2021,Q2,2021-Q2_단독,반기보고서(Q2단독),연결(CFS),53.53,37.88,33.94,53.53,37.88,33.94
휴맥스홀딩스,028080,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독),연결(CFS),17.45,-22.96,-24.06,17.45,-22.96,-24.06
휴맥스홀딩스,028080,2021,Q4,2021-FY_누적,사업보고서(FY누적),연결(CFS),77.56,-138.83,-209.45,-17.10,-101.32,-164.91
휴맥스홀딩스,028080,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독),연결(CFS),1921.61,-23.46,-161.80,1921.61,-23.46,-161.80
휴맥스홀딩스,028080,2022,Q2,2022-Q2_단독,반기보고서(Q2단독),연결(CFS),1630.14,48.52,155.67,1630.14,48.52,155.67
휴맥스홀딩스,028080,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독),연결(CFS),1835.71,-44.22,-245.74,1835.71,-44.22,-245.74
휴맥스홀딩스,028080,2022,Q4,2022-FY_누적,사업보고서(FY누적),연결(CFS),6973.81,-41.00,-505.56,1586.34,-21.83,-253.69
휴맥스홀딩스,028080,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독),연결(CFS),1470.21,9.36,-125.69,1470.21,9.36,-125.69
휴맥스홀딩스,028080,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),연결(CFS),1588.40,38.89,-199.64,1588.40,38.89,-199.64
