종목명,종목코드,연도,분기,기간,보고서유형,재무기준,매출액(억원),영업이익(억원),당기순이익(억원),매출액_단독(억원),영업이익_단독(억원),당기순이익_단독(억원)
에프앤가이드,064850,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독),별도(OFS),58.79,14.61,15.15,58.79,14.61,15.15
에프앤가이드,064850,2021,Q2,2021-Q2_단독,반기보고서(Q2단독),연결(CFS),61.43,14.16,12.43,61.43,14.16,12.43
에프앤가이드,064850,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독),연결(CFS),66.63,17.12,26.36,66.63,17.12,26.36
에프앤가이드,064850,2021,Q4,2021-FY_누적,사업보고서(FY누적),연결(CFS),255.24,51.10,54.69,68.38,5.21,0.74
에프앤가이드,064850,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독),연결(CFS),66.45,9.99,19.84,66.45,9.99,19.84
에프앤가이드,064850,2022,Q2,2022-Q2_단독,반기보고서(Q2단독),연결(CFS),70.33,14.29,24.79,70.33,14.29,24.79
에프앤가이드,064850,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독),연결(CFS),72.15,16.83,16.39,72.15,16.83,16.39
에프앤가이드,064850,2022,Q4,2022-FY_누적,사업보고서(FY누적),연결(CFS),284.23,60.72,79.44,75.29,19.61,18.42
에프앤가이드,064850,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독),연결(CFS),67.66,11.02,14.63,67.66,11.02,14.63
에프앤가이드,064850,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),연결(CFS),71.72,13.87,9.39,71.72,13.87,9.39
에프앤가이드,064850,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),연결(CFS),78.67,19.27,33.26,78.67,19.27,33.26
에프앤가이드,064850,2023,Q4,2023-FY_누적,사업보고서(FY누적),연결(CFS),295.83,60.69,77.10,77.77,16.54,19.82
에프앤가이드,064850,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),76.34,14.38,12.03,76.34,14.38,12.03
에프앤가이드,064850,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),80.49,18.43,17.20,80.49,18.43,17.20
에프앤가이드,064850,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),79.94,19.89,8.63,79.94,19.89,8.63
에프앤가이드,064850,2024,Q4,2024-FY_누적,사업보고서(FY누적),연결(CFS),316.08,76.48,41.03,79.31,23.79,3.18
에프앤가이드,064850,2025,Q1,2025-Q1_단독,1분기보고서(Q1단독),연결(CFS),98.87,20.90,16.82,98.87,20.90,16.82
에프앤가이드,064850,2025,Q2,2025-Q2_단독,반기보고서(Q2단독),연결(CFS),76.00,20.63,32.60,76.00,20.63,32.60
에프앤가이드,064850,2025,Q3,2025-Q3_단독,3분기보고서(Q3단독),연결(CFS),84.08,26.85,25.80,84.08,26.85,25.80
에프앤가이드,064850,2025,Q4,2025-FY_누적,사업보고서(FY누적),연결(CFS),354.02,106.63,100.46,95.07,38.25,25.24
