종목명,종목코드,연도,분기,기간,보고서유형,재무기준,매출액(억원),영업이익(억원),당기순이익(억원),매출액_단독(억원),영업이익_단독(억원),당기순이익_단독(억원)
마크로젠,038290,2021,Q1,2021-Q1_단독,1분기보고서(Q1단독),연결(CFS),341.94,62.07,-22.63,341.94,62.07,-22.63
마크로젠,038290,2021,Q2,2021-Q2_단독,반기보고서(Q2단독),연결(CFS),292.33,30.64,-17.39,292.33,30.64,-17.39
마크로젠,038290,2021,Q3,2021-Q3_단독,3분기보고서(Q3단독),연결(CFS),284.73,17.05,-0.84,284.73,17.05,-0.84
마크로젠,038290,2021,Q4,2021-FY_누적,사업보고서(FY누적),연결(CFS),1291.75,117.93,23.12,372.76,8.18,63.97
마크로젠,038290,2022,Q1,2022-Q1_단독,1분기보고서(Q1단독),연결(CFS),352.87,29.01,5.02,352.87,29.01,5.02
마크로젠,038290,2022,Q2,2022-Q2_단독,반기보고서(Q2단독),연결(CFS),297.40,6.39,-51.26,297.40,6.39,-51.26
마크로젠,038290,2022,Q3,2022-Q3_단독,3분기보고서(Q3단독),연결(CFS),355.48,1.22,15.94,355.48,1.22,15.94
마크로젠,038290,2022,Q4,2022-FY_누적,사업보고서(FY누적),연결(CFS),1386.17,52.89,-220.05,380.43,16.28,-189.75
마크로젠,038290,2023,Q1,2023-Q1_단독,1분기보고서(Q1단독),연결(CFS),334.35,8.50,15.23,334.35,8.50,15.23
마크로젠,038290,2023,Q2,2023-Q2_단독,반기보고서(Q2단독),연결(CFS),301.54,-15.32,-28.08,301.54,-15.32,-28.08
마크로젠,038290,2023,Q3,2023-Q3_단독,3분기보고서(Q3단독),연결(CFS),322.92,-12.42,-20.99,322.92,-12.42,-20.99
마크로젠,038290,2023,Q4,2023-FY_누적,사업보고서(FY누적),연결(CFS),1328.03,-4.23,-167.51,369.23,15.01,-133.67
마크로젠,038290,2024,Q1,2024-Q1_단독,1분기보고서(Q1단독),연결(CFS),316.40,-12.44,-20.59,316.40,-12.44,-20.59
마크로젠,038290,2024,Q2,2024-Q2_단독,반기보고서(Q2단독),연결(CFS),301.63,-15.75,-30.11,301.63,-15.75,-30.11
마크로젠,038290,2024,Q3,2024-Q3_단독,3분기보고서(Q3단독),연결(CFS),330.03,-5.89,-34.58,330.03,-5.89,-34.58
마크로젠,038290,2024,Q4,2024-FY_누적,사업보고서(FY누적),연결(CFS),1357.77,-64.64,-77.84,409.71,-30.56,7.44
