종목명,종목코드,시장,파일명,raw_url
삼양식품,003230,KOSPI,KOSPI_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_101_150.csv
태광산업,003240,KOSPI,KOSPI_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_101_150.csv
흥아해운,003280,KOSPI,KOSPI_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_101_150.csv
한일홀딩스,003300,KOSPI,KOSPI_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_101_150.csv
한국화장품제조,003350,KOSPI,KOSPI_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_101_150.csv
하림지주,003380,KOSDAQ,KOSDAQ_051_100.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_051_100.csv
유화증권,003460,KOSPI,KOSPI_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_101_150.csv
유안타증권,003470,KOSPI,KOSPI_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_101_150.csv
한진중공업홀딩스,003480,KOSPI,KOSPI_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_101_150.csv
대한항공,003490,KOSPI,KOSPI_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_101_150.csv
영진약품,003520,KOSPI,KOSPI_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_101_150.csv
한화투자증권,003530,KOSPI,KOSPI_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_101_150.csv
대신증권,003540,KOSPI,KOSPI_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_101_150.csv
LG,003550,KOSPI,KOSPI_151_200.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_151_200.csv
SNT다이내믹스,003570,KOSPI,KOSPI_151_200.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_151_200.csv
HLB글로벌,003580,KOSPI,KOSPI_151_200.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_151_200.csv
방림,003610,KOSPI,KOSPI_151_200.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_151_200.csv
KG모빌리티,003620,KOSPI,KOSPI_151_200.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_151_200.csv
미창석유,003650,KOSPI,KOSPI_151_200.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_151_200.csv
포스코퓨처엠,003670,KOSPI,KOSPI_151_200.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_151_200.csv
한성기업,003680,KOSPI,KOSPI_151_200.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_151_200.csv
코리안리,003690,KOSPI,KOSPI_151_200.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_151_200.csv
삼영,003720,KOSPI,KOSPI_151_200.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_151_200.csv
