종목명,종목코드,시장,파일명,raw_url
한농화성,011500,KOSPI,KOSPI_301_350.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_301_350.csv
와이투솔루션,011690,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
한신기계,011700,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
현대코퍼레이션,011760,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
금호석유화학,011780,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
SKC,011790,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
STX,011810,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
신성이엔지,011930,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
DB,012030,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
영흥,012160,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
아센디오,012170,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
계양전기,012200,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
영화금속,012280,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
경동인베스트,012320,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
현대모비스,012330,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
한화에어로스페이스,012450,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
더존비즈온,012510,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
경인양행,012610,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
HDC,012630,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
모나리자,012690,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
에스원,012750,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
대창,012800,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
세우글로벌,013000,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
일성건설,013360,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
화승코퍼레이션,013520,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
디와이,013570,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
계룡건설,013580,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
까뮤이앤씨,013700,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
지엠비코리아,013870,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
지누스,013890,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
한익스프레스,014130,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
대영포장,014160,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
금강공업,014280,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
영보화학,014440,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
극동유화,014530,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
태경비케이,014580,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
한솔케미칼,014680,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
사조씨푸드,014710,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
HL D&I,014790,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
동원시스템즈,014820,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
유니드,014830,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
성문전자,014910,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
인디에프,014990,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
이스타코,015020,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
대창단조,015230,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
에이엔피,015260,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
INVENI,015360,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
DKME,015590,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
한국전력,015760,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
일진홀딩스,015860,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
태경산업,015890,KOSPI,KOSPI_351_400.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_351_400.csv
대현,016090,KOSPI,KOSPI_401_401.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_401.csv
삼성증권,016360,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
KG스틸,016380,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
한세예스24홀딩스,016450,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
환인제약,016580,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
신대양제지,016590,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
DB증권,016610,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
대성홀딩스,016710,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
두올,016740,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
퍼시스,016800,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
웅진,016880,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
광명전기,017040,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
명문제약,017180,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
우신시스템,017370,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
서울가스,017390,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
수산세보틱스,017550,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
SK텔레콤,017670,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
현대엘리베이터,017800,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
풀무원,017810,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
DS단석,017860,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
광전자,017900,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
E1,017940,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
한국카본,017960,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
애경산업,018250,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
삼성에스디에스,018260,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
조일알미늄,018470,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
동원금속,018500,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
SK가스,018670,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
한온시스템,018880,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
신풍제약,019170,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
티에이치엔,019180,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
엑시큐어하이트론,019490,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
플루토스,019570,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
글로본,019660,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
대교,019680,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
서연탑메탈,019770,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
에너토크,019990,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
한섬,020000,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
키다리스튜디오,020120,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
롯데에너지머티리얼즈,020150,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
대신정보통신,020180,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
대동금속,020400,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
아시아나항공,020560,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
시공테크,020710,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
일진디스플,020760,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
대호특수강,021040,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
서원,021050,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
에이티넘인베스트,021080,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
코웨이,021240,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
KCC건설,021320,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
한국큐빅,021650,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
세원정공,021820,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
메이슨캐피탈,021880,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
포스코DX,022100,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
티케이지애강,022220,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
삼원강재,023000,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
MH에탄올,023150,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
태광,023160,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
한국종합기술,023350,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
유진기업,023410,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
제이스코홀딩스,023440,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
동남합성,023450,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
롯데쇼핑,023530,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
다우기술,023590,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
삼보판지,023600,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
한국캐피탈,023760,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
플레이위드,023770,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
동일스틸럭스,023790,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
인지컨트롤스,023800,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
인팩,023810,KOSPI,KOSPI_401_450.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_401_450.csv
풍국주정,023900,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
대한약품,023910,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
에쓰씨엔지니어링,023960,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
흥구석유,024060,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
WISCOM,024070,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
디씨엠,024090,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
기업은행,024110,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
KB오토시스,024120,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
콜마홀딩스,024720,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
한일단조,024740,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
유성티엔에스,024800,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
세원물산,024830,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
KBI메탈,024840,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
HLB이노베이션,024850,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
케이피에프,024880,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
대원화성,024890,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
디와이덕양,024900,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
경창산업,024910,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
PN풍년,024940,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
삼천리자전거,024950,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
KPX케미칼,025000,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
시노펙스,025320,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
DH오토웨어,025440,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
SJM홀딩스,025530,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
한국단자,025540,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
한국선재,025550,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
미래산업,025560,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
차AI헬스케어,025620,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
한솔홈데코,025750,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
한국정보통신,025770,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
이구산업,025820,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
남해화학,025860,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
신라에스지,025870,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
케이씨피드,025880,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
한국주강,025890,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
동화기업,025900,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
동신건설,025950,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
아난티,025980,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
제이에스티나,026040,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
특수건설,026150,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
스틱인베스트먼트,026890,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
광진실업,026910,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
부국철강,026940,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
동서,026960,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
서울전자통신,027040,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
코리아나,027050,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
아주IB투자,027360,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
BGF,027410,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
상보,027580,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
팜스토리,027710,KOSDAQ,KOSDAQ_101_150.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_101_150.csv
마니커,027740,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
대성창투,027830,KOSDAQ,KOSDAQ_151_200.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_151_200.csv
한국제지,027970,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
삼성E&A,028050,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
휴맥스홀딩스,028080,KOSDAQ,KOSDAQ_151_200.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSDAQ/KOSDAQ_151_200.csv
동아지질,028100,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
삼성물산,028260,KOSPI,KOSPI_451_500.csv,https://raw.githubusercontent.com/battlegon/Dalaran/main/data/KOSPI/KOSPI_451_500.csv
